densenet201,10,1,44.06944416,84,7.79885662,0.215018756,,mobilenet,10,1,7.268496763,500,1.555620934,0.272300848,,resnet50,10,1,18.94334422,197,2.55996373,0.156253695,,vgg19,10,1,30.09032003,126,2.51630279,0.0912563
densenet201,10,1,44.81129635,213,8.54070881,0.235472028,,mobilenet,10,8,21.51133759,443,2.10477503,0.10845687,,resnet50,10,1,19.200306,500,2.81692551,0.17193799,,vgg19,10,1,30.02493642,323,2.45091918,0.088885096
densenet201,10,1,45.19241256,213,8.92182502,0.245979611,,mobilenet,10,16,36.0907907,266,2.30921832,0.068357337,,resnet50,10,1,19.37347029,500,2.9900898,0.182507499,,vgg19,10,1,30.17460794,325,2.6005907,0.094313087
densenet201,10,1,45.27525491,85,9.00466737,0.24826362,,mobilenet,10,1,7.583052857,500,1.870177028,0.32736175,,resnet50,10,8,75.20408875,53,6.40002205,0.093018078,,vgg19,10,1,30.71259484,128,3.1385776,0.113823734
densenet201,10,1,45.57127256,240,9.30068502,0.256424989,,mobilenet,10,8,21.83039655,500,2.42383399,0.124897646,,resnet50,10,8,74.6137324,150,5.8096657,0.084437824,,vgg19,10,1,30.32949461,367,2.75547737,0.099930211
densenet201,10,1,45.72707585,327,9.45648831,0.260720571,,mobilenet,10,16,36.50492897,410,2.72335659,0.080616632,,resnet50,10,8,74.77521549,203,5.97114879,0.086784824,,vgg19,10,1,30.3580201,500,2.78400286,0.100964717
densenet201,10,1,45.07726902,87,8.80668148,0.242805041,,mobilenet,10,1,7.662205172,500,1.949329343,0.341216823,,resnet50,10,16,118.649001,34,7.3254865,0.065803586,,vgg19,10,1,30.62704757,130,3.05303033,0.110721274
densenet201,10,1,45.60058766,243,9.33000012,0.257233223,,mobilenet,10,8,22.07167264,500,2.66511008,0.137330353,,resnet50,10,16,118.2721002,96,6.9485857,0.062417951,,vgg19,10,1,30.42525536,369,2.85123812,0.103403073
densenet201,10,1,45.97458443,327,9.70399689,0.267544519,,mobilenet,10,16,36.87579164,408,3.09421926,0.091594886,,resnet50,10,16,118.8153027,129,7.4917882,0.067297446,,vgg19,10,1,30.52606804,500,2.9520508,0.107059148
densenet201,10,1,43.5680968,84,7.29750926,0.201196334,,mobilenet,10,1,7.164101508,500,1.451225679,0.25402717,,resnet50,10,1,18.90702657,195,2.52364608,0.154036957,,vgg19,10,8,184.704369,21,9.961107,0.057004241
densenet201,10,1,44.39206776,214,8.12148022,0.223913666,,mobilenet,10,8,21.44153547,441,2.03497291,0.104860039,,resnet50,10,1,19.08958432,500,2.70620383,0.165179819,,vgg19,10,8,182.7644691,53,8.0212071,0.045902812
densenet201,10,1,44.73988535,214,8.46929781,0.233503188,,mobilenet,10,16,36.02247182,265,2.24089944,0.066334966,,resnet50,10,1,19.23750068,500,2.85412019,0.174208259,,vgg19,10,8,183.767174,54,9.023912,0.051640973
densenet201,10,1,44.35239042,85,8.08180288,0.22281974,,mobilenet,10,1,7.385093819,500,1.67221799,0.292710369,,resnet50,10,8,74.45539386,52,5.65132716,0.082136528,,vgg19,10,8,185.2814237,21,10.5381617,0.060306541
densenet201,10,1,44.97563904,242,8.7050515,0.240003046,,mobilenet,10,8,21.69543118,500,2.28886862,0.117943021,,resnet50,10,8,74.21672944,149,5.41266274,0.078667774,,vgg19,10,8,183.6960572,61,8.9527952,0.051233994
densenet201,10,1,45.22697154,400,8.956384,0.246932421,,mobilenet,10,16,36.31751385,500,2.53594147,0.075068781,,resnet50,10,8,74.3918369,248,5.5877702,0.08121279,,vgg19,10,8,183.9565841,101,9.2133221,0.052724906
densenet201,10,1,44.39886665,86,8.12827911,0.224101115,,mobilenet,10,1,7.510010242,500,1.797134413,0.314576138,,resnet50,10,16,117.7818664,33,6.4583519,0.058014265,,vgg19,10,8,184.3766695,22,9.6334075,0.055128921
densenet201,10,1,45.07201153,244,8.80142399,0.242660089,,mobilenet,10,8,21.91652129,500,2.50995873,0.129335565,,resnet50,10,16,117.8667688,95,6.5432543,0.058776929,,vgg19,10,8,184.0957539,61,9.3524919,0.053521331
densenet201,10,1,45.59347495,402,9.32288741,0.257037121,,mobilenet,10,16,36.80829827,500,3.02672589,0.089596951,,resnet50,10,16,118.892394,157,7.5688795,0.067989944,,vgg19,10,8,185.4570303,101,10.7137683,0.061311482
densenet201,10,1,43.77957131,84,7.50898377,0.207026803,,mobilenet,10,1,7.177923891,500,1.465048062,0.256446684,,resnet50,10,1,18.97588568,195,2.59250519,0.158239943,,vgg19,10,16,220.5470007,17,10.4631228,0.049804501
densenet201,10,1,44.80929054,214,8.538703,0.235416727,,mobilenet,10,8,21.62413255,441,2.21756999,0.114269077,,resnet50,10,1,19.26615615,500,2.88277566,0.175957316,,vgg19,10,16,219.8440898,45,9.7602119,0.046458643
